City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
100,San Patricio,US,2022-07-26 17:55:36,28.017,-97.5169,94.15,43,81,16.06
101,Kenai,US,2022-07-26 17:57:04,60.5544,-151.2583,57.15,76,1,17.2
102,Georgetown,MY,2022-07-26 17:54:55,5.4112,100.3354,82.33,90,20,0.0
103,Makakilo City,US,2022-07-26 17:57:05,21.3469,-158.0858,79.2,71,9,16.96
104,Hasaki,JP,2022-07-26 17:56:00,35.7333,140.8333,77.4,93,91,17.16
105,Touros,BR,2022-07-26 17:56:06,-5.1989,-35.4608,81.46,64,56,16.93
106,Rawatsar,IN,2022-07-26 17:57:06,29.2833,74.3833,90.54,56,100,13.4
107,Rumonge,BI,2022-07-26 17:57:07,-3.9736,29.4386,74.89,63,47,3.18
108,Lufilufi,WS,2022-07-26 17:57:07,-13.8745,-171.5986,74.98,80,60,20.62
109,Cermik,TR,2022-07-26 17:57:08,38.1361,39.4493,84.22,19,0,5.64
110,Pangody,RU,2022-07-26 17:57:08,65.85,74.4859,49.89,78,62,6.31
111,Zonguldak,TR,2022-07-26 17:57:09,41.25,31.8333,60.35,82,0,2.19
112,Burns Lake,CA,2022-07-26 17:57:11,54.2331,-125.7533,69.22,47,21,2.57
113,Tecoanapa,MX,2022-07-26 17:57:12,16.5167,-98.75,84.85,65,79,7.92
114,Busselton,AU,2022-07-26 17:57:13,-33.65,115.3333,49.89,82,17,6.46
115,Policoro,IT,2022-07-26 17:57:14,40.2115,16.6726,87.98,56,24,4.41
116,Nelson Bay,AU,2022-07-26 17:57:14,-32.7167,152.15,52.0,73,38,11.99
117,Pangnirtung,CA,2022-07-26 17:57:15,66.1451,-65.7125,42.8,87,40,9.22
118,Hermanus,ZA,2022-07-26 17:57:16,-34.4187,19.2345,53.8,88,82,5.66
119,Airai,TL,2022-07-26 17:57:16,-8.9266,125.4092,53.56,67,57,3.65
120,Menongue,AO,2022-07-26 17:57:17,-14.6585,17.691,63.12,28,0,5.23
121,Cape Town,ZA,2022-07-26 17:57:18,-33.9258,18.4232,59.11,81,20,5.75
122,Rio Gallegos,AR,2022-07-26 17:57:18,-51.6226,-69.2181,32.05,64,0,4.61
123,Faanui,PF,2022-07-26 17:57:19,-16.4833,-151.75,76.06,80,77,8.63
124,Salinas,US,2022-07-26 17:53:32,36.6777,-121.6555,63.41,75,100,3.44
125,Vari,GR,2022-07-26 17:57:20,37.8312,23.8081,89.15,41,0,9.22
126,Sao Joao Da Barra,BR,2022-07-26 17:57:21,-21.6403,-41.0511,78.89,70,40,11.41
127,Kodiak,US,2022-07-26 17:57:22,57.79,-152.4072,54.91,58,0,6.91
128,Marienburg,PL,2022-07-26 17:57:23,54.0359,19.0266,72.88,75,100,10.92
129,Termiz,UZ,2022-07-26 17:57:24,37.2242,67.2783,91.49,18,0,4.61
130,Provideniya,RU,2022-07-26 17:57:24,64.3833,-173.3,43.65,69,51,5.37
131,Nisia Floresta,BR,2022-07-26 17:57:25,-6.0911,-35.2086,86.38,68,67,12.41
132,Hithadhoo,MV,2022-07-26 17:57:25,-0.6,73.0833,81.5,77,86,11.56
133,Bonavista,CA,2022-07-26 17:57:26,48.6499,-53.1147,68.11,83,98,18.14
134,Atar,MR,2022-07-26 17:56:51,20.5169,-13.0499,105.57,21,46,7.36
135,Bakel,SN,2022-07-26 17:57:27,14.905,-12.4568,93.27,47,78,2.55
136,Pisco,PE,2022-07-26 17:57:27,-13.7,-76.2167,64.45,77,100,8.05
137,Minab,IR,2022-07-26 17:57:28,27.1467,57.0801,89.92,62,75,0.0
138,Ilulissat,GL,2022-07-26 17:57:29,69.2167,-51.1,37.26,97,100,4.12
139,Bang Saphan,TH,2022-07-26 17:53:44,11.2126,99.5117,78.76,86,96,0.81
140,Gazli,UZ,2022-07-26 17:57:29,40.1333,63.45,92.73,28,25,17.96
141,Zambezi,ZM,2022-07-26 17:57:30,-13.5432,23.1047,64.74,26,2,6.51
142,Hambantota,LK,2022-07-26 17:57:31,6.1241,81.1185,78.15,86,86,4.16
143,Lerwick,GB,2022-07-26 17:57:31,60.1545,-1.1494,53.6,72,74,14.7
144,Lagoa,PT,2022-07-26 17:57:32,39.05,-27.9833,74.08,86,7,12.24
145,Bamako,ML,2022-07-26 17:57:33,12.65,-8.0,90.01,55,75,6.91
146,Viedma,AR,2022-07-26 17:57:33,-40.8135,-62.9967,50.27,95,100,6.02
147,Kloulklubed,PW,2022-07-26 17:56:19,7.0419,134.2556,73.9,72,100,3.67
148,Leningradskiy,RU,2022-07-26 17:57:34,69.3833,178.4167,33.08,99,100,9.4
149,Mogadishu,SO,2022-07-26 17:57:35,2.0371,45.3438,75.81,84,32,20.22
150,Emba,KZ,2022-07-26 17:57:36,48.8264,58.1442,71.6,58,35,3.31
151,Idenao,CM,2022-07-26 17:57:37,4.2475,9.0047,75.0,98,96,5.53
152,Fortuna,US,2022-07-26 17:53:40,40.5982,-124.1573,66.92,78,48,1.99
153,Inhambane,MZ,2022-07-26 17:57:38,-23.865,35.3833,64.38,72,0,0.0
154,Dickson,US,2022-07-26 17:57:38,36.077,-87.3878,94.03,64,93,10.36
155,Isangel,VU,2022-07-26 17:57:39,-19.55,169.2667,73.22,87,82,14.54
156,Porto Novo,BJ,2022-07-26 17:57:40,6.4965,2.6036,78.62,84,99,11.86
157,La Ronge,CA,2022-07-26 17:57:40,55.1001,-105.2842,64.62,68,75,17.27
158,Barrow,US,2022-07-26 17:57:41,71.2906,-156.7887,35.62,93,100,16.11
159,Houston,US,2022-07-26 17:55:15,29.7633,-95.3633,99.28,54,20,5.01
160,Dingle,PH,2022-07-26 17:57:42,10.9995,122.6711,76.84,91,86,3.15
161,Hofn,IS,2022-07-26 17:57:42,64.2539,-15.2082,51.6,88,98,4.56
162,Katsuura,JP,2022-07-26 17:57:42,35.1333,140.3,79.16,91,90,13.29
163,Puerto Leguizamo,CO,2022-07-26 17:57:43,-0.1934,-74.7819,77.76,92,85,3.65
164,Kamennomostskiy,RU,2022-07-26 17:57:44,44.2983,40.1856,62.96,88,64,3.38
165,Port Lincoln,AU,2022-07-26 17:57:45,-34.7333,135.8667,51.62,81,85,11.07
166,Teshie,GH,2022-07-26 17:57:45,5.5836,-0.1072,79.36,78,40,19.57
167,Christchurch,NZ,2022-07-26 17:57:46,-43.5333,172.6333,48.9,97,100,18.41
168,Belen,TR,2022-07-26 17:57:47,36.4891,36.2233,70.93,72,0,7.52
169,Noumea,NC,2022-07-26 17:56:37,-22.2763,166.4572,58.98,76,0,6.26
170,Codrington,AU,2022-07-26 17:57:49,-38.2667,141.9667,51.62,91,74,11.74
171,Grand Forks,US,2022-07-26 17:56:57,47.9417,-97.4337,71.78,57,96,8.75
172,Thung Song,TH,2022-07-26 17:57:49,8.1645,99.6804,75.42,93,87,2.37
173,Chuy,UY,2022-07-26 17:57:51,-33.6971,-53.4616,65.23,86,99,5.37
174,Turayf,SA,2022-07-26 17:57:51,31.6725,38.6637,91.65,17,0,9.22
175,Batagay-Alyta,RU,2022-07-26 17:57:52,67.8006,130.4114,61.21,78,66,1.9
176,Methven,NZ,2022-07-26 17:57:53,-43.6333,171.65,44.02,92,100,3.0
177,Conceicao Da Barra,BR,2022-07-26 17:57:54,-18.5933,-39.7322,77.56,60,34,7.61
178,Port Elizabeth,ZA,2022-07-26 17:57:55,-33.918,25.5701,55.69,88,0,2.3
179,Pacific Grove,US,2022-07-26 17:57:55,36.6177,-121.9166,66.81,85,100,5.99
180,Yenagoa,NG,2022-07-26 17:57:56,4.9247,6.2642,74.61,93,100,5.57
181,Vidim,RU,2022-07-26 17:57:57,56.4088,103.1106,51.03,97,93,4.65
182,Dakar,SN,2022-07-26 17:57:57,14.6937,-17.4441,86.88,74,75,18.41
183,Komsomolskiy,UZ,2022-07-26 17:57:58,40.4272,71.7189,88.52,35,3,6.91
184,Ossora,RU,2022-07-26 17:57:58,59.2353,163.0719,56.61,81,86,2.89
185,Teguise,ES,2022-07-26 17:57:59,29.0605,-13.564,88.02,40,0,18.41
186,Kapit,MY,2022-07-26 17:58:00,2.0167,112.9333,73.35,99,98,1.95
187,Savannah Bight,HN,2022-07-26 17:58:00,16.45,-85.85,82.2,78,43,13.38
188,Cockburn Town,TC,2022-07-26 17:58:01,21.4612,-71.1419,85.96,66,40,17.27
189,Bredasdorp,ZA,2022-07-26 17:56:42,-34.5322,20.0403,51.51,89,51,6.31
190,Yulara,AU,2022-07-26 17:58:02,-25.2406,130.9889,44.28,56,0,9.48
191,Honningsvag,NO,2022-07-26 17:54:38,70.9821,25.9704,58.75,82,0,0.0
192,Tuatapere,NZ,2022-07-26 17:55:52,-46.1333,167.6833,44.35,95,100,10.18
193,Kikwit,CD,2022-07-26 17:58:03,-5.041,18.8162,84.38,22,63,3.36
194,Obihiro,JP,2022-07-26 17:58:04,42.9172,143.2044,64.33,96,100,0.74
195,Laem Sing,TH,2022-07-26 17:58:06,12.4816,102.0738,83.14,82,100,2.93
196,Pak Phanang,TH,2022-07-26 17:58:06,8.3511,100.202,81.59,76,100,2.84
197,Graaff-Reinet,ZA,2022-07-26 17:58:07,-32.2522,24.5308,61.92,39,2,5.84
198,Victoria,HK,2022-07-26 17:58:08,22.2855,114.1577,86.38,77,3,8.99
199,Mayo,US,2022-07-26 17:58:08,38.8876,-76.5119,80.11,80,100,3.0
200,Thompson,CA,2022-07-26 17:58:09,55.7435,-97.8558,62.76,77,75,3.44
201,Zyryanovsk,KZ,2022-07-26 17:58:10,49.7386,84.2719,58.53,71,0,3.06
202,Roma,US,2022-07-26 17:54:03,43.2128,-75.4557,75.69,62,95,1.99
203,Ancud,CL,2022-07-26 17:58:11,-41.8697,-73.8203,52.23,84,81,8.08
204,Vila Franca Do Campo,PT,2022-07-26 17:58:12,37.7167,-25.4333,77.41,80,58,6.78
205,Yuma,US,2022-07-26 17:53:34,32.7253,-114.6244,101.23,37,20,0.0
206,Banda Aceh,ID,2022-07-26 17:58:13,5.5577,95.3222,78.64,83,100,8.59
207,Nishihara,JP,2022-07-26 17:58:14,26.1842,127.7558,79.88,83,5,4.61
208,Mitsamiouli,KM,2022-07-26 17:58:15,-11.3847,43.2844,75.49,78,20,3.44
209,Los Llanos De Aridane,ES,2022-07-26 17:58:15,28.6585,-17.9182,82.15,42,0,16.11
210,Qandala,SO,2022-07-26 17:58:16,11.472,49.8728,90.81,47,7,2.95
211,Te Anau,NZ,2022-07-26 17:58:19,-45.4167,167.7167,41.97,98,100,3.56
212,Leh,IN,2022-07-26 17:58:24,34.1667,77.5833,64.74,58,85,1.19
213,Havre-Saint-Pierre,CA,2022-07-26 17:58:25,50.2334,-63.5986,62.96,72,0,18.41
214,Abu Dhabi,AE,2022-07-26 17:58:26,24.4667,54.3667,96.82,49,0,9.22
215,Half Moon Bay,US,2022-07-26 17:58:26,37.4636,-122.4286,77.88,71,100,9.22
216,Arman,RU,2022-07-26 17:58:27,59.7,150.1667,54.86,88,89,2.28
217,Bilma,NE,2022-07-26 17:58:28,18.6853,12.9164,96.84,11,41,6.73
218,Bengkulu,ID,2022-07-26 17:57:56,-3.8004,102.2655,76.08,87,96,3.4
219,Voh,NC,2022-07-26 17:58:29,-20.9667,164.7,65.46,91,1,3.47
220,Daura,NG,2022-07-26 17:58:31,11.5538,11.4085,80.87,68,72,8.55
221,Vestmannaeyjar,IS,2022-07-26 17:58:32,63.4427,-20.2734,52.79,93,100,18.41
222,Jemnice,CZ,2022-07-26 17:58:32,49.019,15.5699,70.95,67,67,3.96
223,Aksu,CN,2022-07-26 17:58:33,41.1231,80.2644,88.34,20,11,5.32
224,Kushmurun,KZ,2022-07-26 17:58:34,52.4503,64.6311,67.12,78,100,10.85
225,Klaksvik,FO,2022-07-26 17:58:37,62.2266,-6.589,52.72,76,92,10.67
226,Wasilla,US,2022-07-26 17:56:58,61.5814,-149.4394,57.29,61,33,3.0
227,Nome,US,2022-07-26 17:58:38,64.5011,-165.4064,43.16,81,100,23.02
228,Huarmey,PE,2022-07-26 17:54:37,-10.0681,-78.1522,68.27,71,80,12.95
229,Beihai,CN,2022-07-26 17:58:39,21.4833,109.1,84.81,75,1,10.0
230,Debre Tabor,ET,2022-07-26 17:58:39,11.85,38.0167,52.88,92,100,2.84
231,Mabaruma,GY,2022-07-26 17:58:40,8.2,-59.7833,87.39,58,60,6.96
232,Camana,PE,2022-07-26 17:58:41,-16.6228,-72.7111,63.64,76,87,9.78
233,Thunder Bay,CA,2022-07-26 17:58:41,48.4001,-89.3168,75.11,60,75,11.5
234,Tura,IN,2022-07-26 17:58:42,25.5198,90.2201,73.6,88,81,3.38
235,Tevaitoa,PF,2022-07-26 17:58:42,-16.7833,-151.5,76.84,77,84,10.13
236,Sur,OM,2022-07-26 17:58:43,22.5667,59.5289,82.87,77,85,14.29
237,Jalcocotan,MX,2022-07-26 17:58:44,21.4667,-105.1167,84.6,57,100,3.33
238,Olkhovatka,RU,2022-07-26 17:58:45,50.2831,39.2872,65.48,91,95,2.64
239,Padang,ID,2022-07-26 17:58:45,-0.9492,100.3543,76.33,87,68,4.5
240,Nanortalik,GL,2022-07-26 17:58:46,60.1432,-45.2371,46.31,87,92,4.9
241,Ust-Nera,RU,2022-07-26 17:58:46,64.5667,143.2,59.18,87,87,6.08
242,Las Vegas,US,2022-07-26 17:56:11,36.175,-115.1372,89.82,49,0,3.44
243,Karatau,KZ,2022-07-26 17:58:47,43.1667,70.4667,83.25,19,12,4.34
244,Polis,CY,2022-07-26 17:58:49,35.0367,32.4264,82.22,48,0,3.98
245,Entre Rios,BR,2022-07-26 17:58:49,-11.9419,-38.0844,74.3,78,83,9.91
246,Narsaq,GL,2022-07-26 17:58:50,60.9167,-46.05,48.88,81,94,5.06
247,Etchoropo,MX,2022-07-26 17:58:51,26.7667,-109.6667,92.41,63,90,12.66
248,Manaus,BR,2022-07-26 17:58:51,-3.1019,-60.025,93.7,52,40,9.22
249,Shelburne,CA,2022-07-26 17:56:42,44.0787,-80.2041,71.11,45,88,7.38
250,Geraldton,AU,2022-07-26 17:55:13,-28.7667,114.6,43.21,87,0,4.61
251,Miravci,MK,2022-07-26 17:58:52,41.3078,22.435,78.03,50,0,7.11
252,Staryy Nadym,RU,2022-07-26 17:58:55,65.6118,72.6842,52.7,72,71,9.62
253,Fort Nelson,CA,2022-07-26 17:58:55,58.8053,-122.7002,69.39,64,20,5.75
254,Camargo,MX,2022-07-26 17:58:55,27.6667,-105.1667,84.9,35,100,3.2
255,Evergem,BE,2022-07-26 17:56:55,51.1455,3.7118,66.07,64,100,12.59
256,Ketchikan,US,2022-07-26 17:58:56,55.3422,-131.6461,68.61,74,26,9.08
257,Victor Harbor,AU,2022-07-26 17:58:57,-35.5667,138.6167,53.01,75,43,9.8
258,Srednekolymsk,RU,2022-07-26 17:58:58,67.45,153.6833,38.41,84,100,13.6
259,Cortez,US,2022-07-26 17:58:58,37.3489,-108.5859,77.04,62,94,1.86
260,Tabou,CI,2022-07-26 17:58:58,4.423,-7.3528,76.35,78,100,9.51
261,Dzemul,MX,2022-07-26 17:58:59,21.2,-89.3,93.96,45,46,8.81
262,Kavieng,PG,2022-07-26 17:58:59,-2.5744,150.7967,82.53,69,100,12.73
263,Lubao,PH,2022-07-26 17:59:00,14.9167,120.55,80.31,87,96,1.19
264,Boende,CD,2022-07-26 17:59:00,-0.2167,20.8667,73.18,93,88,2.42
265,Alamor,EC,2022-07-26 17:59:02,-4.0181,-80.0197,69.76,67,99,2.75
266,Torbay,CA,2022-07-26 17:59:03,47.6666,-52.7314,77.77,78,75,21.85
267,Coihaique,CL,2022-07-26 17:54:08,-45.5752,-72.0662,34.41,80,100,4.61
268,Kjollefjord,NO,2022-07-26 17:59:04,70.9457,27.3465,64.22,77,75,5.75
269,Kahului,US,2022-07-26 17:57:26,20.8947,-156.47,78.84,85,73,7.0
270,Srandakan,ID,2022-07-26 17:55:57,-7.9386,110.2506,71.85,92,22,3.44
271,Slatyne,UA,2022-07-26 17:59:05,50.2242,36.1608,66.52,83,72,6.06
272,Marshall,US,2022-07-26 17:59:06,34.3834,-86.3333,91.31,62,40,3.44
273,Mandalgovi,MN,2022-07-26 17:59:06,45.7625,106.2708,55.06,74,10,11.01
274,Maningrida,AU,2022-07-26 17:59:07,-12.0667,134.2667,63.43,93,17,8.63
275,Anaco,VE,2022-07-26 17:59:08,9.4389,-64.4728,95.76,28,13,6.6
276,Soyo,AO,2022-07-26 17:59:08,-6.1349,12.3689,71.53,85,75,8.7
277,Mitu,CO,2022-07-26 17:59:09,1.1983,-70.1733,84.0,75,51,3.56
278,Yurga,RU,2022-07-26 17:59:09,55.7231,84.8861,60.91,83,33,5.59
279,Liaozhong,CN,2022-07-26 17:59:10,41.5061,122.7242,70.05,93,18,4.41
280,Esqueda,MX,2022-07-26 17:59:11,30.7167,-109.5833,79.7,49,99,2.08
281,Lata,PT,2022-07-26 17:59:11,40.1629,-8.3327,74.32,50,0,12.1
282,Bundaberg,AU,2022-07-26 17:59:12,-24.85,152.35,57.22,68,2,5.01
283,Sandwick,GB,2022-07-26 17:59:13,60.0,-1.25,53.42,71,40,13.8
284,Kaili,ID,2022-07-26 17:59:14,-3.4626,120.2147,67.21,97,94,1.54
285,Dasoguz,TM,2022-07-26 17:59:15,41.8363,59.9666,84.15,45,0,6.91
286,Raudeberg,NO,2022-07-26 17:59:16,61.9875,5.1352,50.67,85,100,20.89
287,Korla,CN,2022-07-26 17:59:16,41.7597,86.1469,85.89,18,0,3.56
288,Sao Filipe,CV,2022-07-26 17:56:48,14.8961,-24.4956,78.39,81,83,5.75
289,Ankang,CN,2022-07-26 17:59:18,32.68,109.0172,73.4,93,43,2.82
290,Umm Lajj,SA,2022-07-26 17:59:18,25.0213,37.2685,86.99,72,2,5.59
291,Taltal,CL,2022-07-26 17:59:19,-25.4,-70.4833,63.1,70,29,7.43
292,Kryvyy Rih,UA,2022-07-26 17:59:20,47.9167,33.35,70.75,50,33,6.15
293,Derzhavinsk,KZ,2022-07-26 17:59:20,51.1,66.3167,73.11,41,95,9.64
294,Kumphawapi,TH,2022-07-26 17:59:21,17.1087,103.0149,84.88,99,16,4.92
295,Champerico,GT,2022-07-26 17:59:21,14.3,-91.9167,86.54,72,63,5.77
296,Dalvik,IS,2022-07-26 17:59:22,65.9702,-18.5286,57.13,74,100,3.38
